positionName,company,location,JobID,description,score
Team Lead - HR Associate,Quest Innovative Solutions Pvt Ltd,"Kochi, Kerala",3967,"JOB DESCRIPTIONJob Title : Team Lead - HR AssociateJob Location : CochinJob Type : Full-time regular employment.Academic Qualification:BTech(CS/IT/EC),BSc(CS),BCASalary : CTC 3-3.6 LPA + IncentivesKey ResponsibilitiesTeam ManagementManage Business Development Team to align each member’s performance to meet company goals in terms of : Customer addition (Students enrollment) to various training programs of the Academy. Customer Support. Fee Collection. Administrative support to the team. Coordination of Customer Engagement programs. Overall customer satisfaction. Motivate team in exigencies, address their concerns and queries and represent them to the management. Process, sales training, performance evaluation and improvement of the team. Represent the team in various functional activities of the institution. Support Marketing Initiatives.Business Development Meet personal and Team’s Targets To conduct periodic study on Competitor products and strategies. To develop new Marketing Strategies.Academy-Operations Support Daily , Monthly , weekly reporting.. Maintaining Student Data and documentation. Support to the placement divisions.Skillset required Passion for sales and marketing. Organizational and Managerial Skills. Communication Skill (Reasonable command of English and Malayalam). Presentation Skill.Job Type: Full-timeSalary: ₹25,000.00 - ₹30,000.00 per monthSchedule: Day shiftAbility to commute/relocate: Kochi, Kerala: Reliably commute or planning to relocate before starting work (Required)Experience: total work: 1 year (Required) Team Lead: 1 year (Required)Speak with the employer+91-XXXXXXXXXX",1.3728764638719715
Technical Research Analyst,Angel broking,India,4116,"About Us       Angel One Limited (formerly known as Angel Broking Limited) is a Fintech company providing broking services, margin trading facility, loan against shares, research services, depository services, investment education and financial products distribution to its clients, on a mission to become the No. 1 fintech organization in India. With more than 11 million registered clients and over 28 million app downloads, we are onboarding an average of about 400K new clients every month. We are working to build personalized financial journeys for our clients via a single app, powered by new-age engineering tech and Machine Learning. We are a group of self-driven, motivated individuals who enjoy taking ownership and believe in providing best value for money to investors through innovative products and investment strategies. We apply and amplify design thinking with our products and solution. We have a flat structure, with ample opportunity to showcase your talent and a growth path for engineers to the very top. We are remote-first, with people spread across the country. Come on Onboard, to become a part of this epic journey! We are aggressively hiring Engineers, Product Managers & Data science rockstars across India.. check out our career’s sections!               About The Role             Job Responsibilities –        1. To create & provide Strategies based on Technical Analysis & Market behaviour which consistently beat the market.        2. Building, back-testing and running highly robust rule-based technical strategies that generate risk-adjusted investment returns well above industry benchmarks.        3. To track Markets on a daily basis, be updated with all the technical formations and developments in the market.              4. Providing ideas on New features & Products based on your understanding about market trends & trading behaviour, ultimately to solve novice to intermediate trader’s problems.              Job Requirements –        Ability to perform technical analysis of stocks/Index with the help of price action, indicators, candlestick patterns, etc. Fair understanding of building Trading Strategies & Applying them in the Market. Fair exposure to trading and related applications, websites & Softwares.        Excellent analytical thinking and problem-solving skills.        Should be comfortable to work with multiple different teams.        Enjoy working in a fast paced environment        Good communication presentation skills. Proficient in English as well as Hindi.                       Educational & Experience Requirement :                            1-2 Years of Experience in Indian Stock Market        Education : Chartered Accountant (CA) / Masters in Mathematics and Statistics from Tier 1 institution. Certifications On Technical Analysis or Other Courses related to Trading in Markets will be an added bonus.                         Working With Us       We strive to help millions of Indians make informed investment decisions. We constantly are in search of the brightest, most talented individuals to join our world-class team. We give each of our teammates the freedom to ideate, innovate, express, solve and create customer experience through #Fintech & #ConsumerTech. With our continuous learning interventions and upskilling, we carved out the best of each of our teammates.               Benefits             We have a “work-from-anywhere” policy.        We have flexible work timing and fast-track promotions for all our employees.        Our employees enjoy highly competitive pay structures. One of the best!        AngelOne has been 6-time certified as a “Great Place To Work” culture.        Long & Short term incentives to reward our team members for their efforts.        Enjoy benefits like: Annual Leaves, Insurance Mediclaim, Variable Pay plans, internet allowance and many more.                                                      Location          Work From Anywhere in India                               Work Type         full-time                                       Department         Product",1.3731750970542487
Technical Support Consultant,Adobe,"Noida, Uttar Pradesh",2355,"Our Company  Changing the world through digital experiences is what Adobe’s all about. We give everyone—from emerging artists to global brands—everything they need to design and deliver exceptional digital experiences! We’re passionate about empowering people to create beautiful and powerful images, videos, and apps, and transform how companies interact with customers across every screen.  We’re on a mission to hire the very best and are committed to creating exceptional employee experiences where everyone is respected and has access to equal opportunity. We realize that new ideas can come from everywhere in the organization, and we know the next big idea could be yours!  Provides technical support to field engineers, technicians, and product support personnel who are diagnosing, troubleshooting, repairing and debugging complex electro/mechanical equipment, computer systems, complex software, or networked and/or wireless systems. Responds to situations where first-line product support has failed to isolate or fix problems in malfunctioning equipment or software. Reports design, reliability and maintenance problems or bugs to design engineering/software engineering. May be involved in customer installation and training. Provides support to customer/users where the product is highly technical or sophisticated in nature.  Additional Information Responsibilities: · Provide a professional & competent standard of chat , phone and Online support for Global customers for Adobe DC.   Responsible for following established processes and policies in all customers’ interactions.  Deliver First Call Resolution by handling customer requests and resolving customer’s technical and non-technical issues as often as possible during the first contact for assigned products.  Accurately document all customer interactions in a case tracking database. Content to be logged in full written English.  Accountable for personal achievement against performance targets including case resolution and turnaround time, open case aging, first contact resolution rate, case quality and customer satisfaction.  Responsible for ongoing knowledge and skills development and also for identifying developmental needs and addressing knowledge gaps.  Advanced research on issues escalated.  Assist in testing new and enhanced product features.  Troubleshoot, validate and report customer submitted bug reports.  Report top call generators, severe issues, new emerging trends, feature requests and common how-to questions.  Assist in special projects and other duties as assigned.  Required Skills:   Expert level knowledge in digital signatures and document security, accessibility, Interactive form design and printing.  Deep understanding of OS and application troubleshooting for the complete product suite  Expertise in Print & scan related hardware like Scanner, Printers, GPU, Wacom.  Expert level knowledge in using and troubleshooting Windows & MAC OS.  Strong networking and related troubleshooting knowledge.  Ability to write technical articles outlining problems resolution and troubleshooting steps.  Influencing skills: Proven ability to drive communication with Engineering and Product Management and getting key support issues on Product roadmap.  Proven experience working with multiple Adobe products is desirable.  A committed mentor and team builder.",1.3733230186585828
Territory Manager - Mortgage Sales,TMI Group IN,India,4968,"Job Information            Salary     ₹ 700000 - 1000000               No. of Openings     2 opening               Required Skills :     sales management,customer relationship management crm,marketing strategy,leadership,management               Job Experience :     8 - 10 years               Job Qualifications     Master's Degree      Job Description  Designation: Territory Manager - Mortgage Sales   Role/Functional Area: Asst. Sales Manager   Experience: 8 – 10 years   Roles & Responsibilities:    Team Management and Development   Responsible for maintaining a culture of fairness, openness, happiness and transparency. Should be   accessible to his in-direct reports in case of escalations and maintain smooth interdepartmental   functioning with adherence to processes. Create an encouraging environment and motivate the   team to achieve their professional and personal goals. Identifying the high potential employees and   coaching them for next level.    Implementation of geography mapping   Responsible for allocation of geography at all levels. Should train and coach the AM and TM on area   mapping and auditing of geography. Should audit and review the progress of area mapping on   regular intervals.    Project Approvals for the entire team/location   Is responsible for approvals of all projects pertaining to his respective teams. Would maintain an   MIS and would be the link between developers and HDFC Legal team for completion of documents   and timely approvals.    Performance review   Monthly review of AM. Coaching of AM and TM in conducting monthly reviews. Goal setting of the   AM and assist in goal setting of TM. Coach and assist AM and TM in conducting SO Reviews. TM to   focus on performing SO’s and AM to focus on new and underperforming SO’s. Has to conduct monthly   reviews and set goal sheets for all NPE SO’s.    Resolve disbursement related issues   Would be responsible for implementation of the disbursement process at HSPL and HDFC.    BSA approvals for the team / location   Channel Partner Empanelment Approval- Would be responsible for approving empanelment of all   new channel partners.    Market Intelligence   Will be responsible for data on competition and markets. Will be responsible to send market share   reports to HO on a monthly basis. Should investigate and find out latest changes/updates in   competitors’ product related to policies, rates etc. Should collect data related to latest updates in   real estate market in terms of future projects, new launches, pricing trends, sales trend, bulk   bookings etc.",1.373661779911224
Senior Manager / Associate Director - Solutions,TMI Group IN,"Udaipur, Rajasthan",4925,"Job Information            Salary     ₹ 1200000 - 1800000               No. of Openings     1 opening               Required Skills :     saas,Contact Center,PAAS               Job Experience :     7 - 13 years               Job Qualifications     Bachelor's Degree      Job Description  Senior Manager / Associate Director - Solutions   Client is a technology-led business process management organization with a customer and community-centric approach. Customer Experience, RPA/IPA-driven digital transformation, and Machine Learning / Trust & Safety Operations comprise the core of the business. They focus on helping their client partners to enhance their user experience through holistic customer experience management led by technology and a digital-first approach. They are South Asia’s only certified diversity owned, impact-sourcing organization offering opportunities to people from small cities and under-served communities bringing diversity, equity, and inclusivity to their workplace. In existence for 13 years now, they are present in 9+ cities across the country, they understand and speak 13+ languages. Thereby impacting 3500+ families positively today. With expansion plans in roadmap, they have setup their office in NJ, USA   The role involves tactical and strategic alignment with business goals. In this role, you will be leading a team focused on solutions, BAs. The team and you will be responsible for:        Sales enablement - understanding customer's existing business processes and requirements. Provide pre-sales support for Sales Managers and Account Managers. RFI/ RFP/ RFQ responses via solution documentation and havein-person meetings/solution presentations to customers.        New solutions – Focus on building/borrowing/buying technology led solutions, on alliances and partnership for strategic and tactical alignment. All these will be aligned with organizational level goals in the area of – Conversational AI, omnichannel Customer Experience, CRM, NPS, CSAT, Voice/Chatbots, RPA, IPA, process automation, AI/computer vision etc.       Create proposal response and other documents such as SoW, solution presentation etc.   Conducting and driving solution presentations and demos independently of our product offerings   Working on new partnerships, and enable sales to open more revenue channels   Work with product teams on building seamless integration with third party platforms   Enable white labeling of solutions leveraging partner eco-system   Managing Pilots, Prototypes and custom product demonstrations to the potential clients   Requirement gathering to understand client’s business requirements and prepare appropriate solution deck/document/SoW   Building revenue streams through solutions built or proposed. Cross-utilisation or templatization of solutions for repeatability in similar or different use cases",1.3744494447914253
Content writing and market research – Cyber Security,TMI Group IN,"Mumbai, Maharashtra",1020,"Job Information            No. of Openings     1 opening               Required Skills :     Content Writer,seo,Cyber Security               Job Experience :     8 - 12 years               Job Qualifications     Bachelor's Degree      Job Description  About the Role   Content writing and Market research specialist is an integral member of Client's Cloud Practice. Client is looking for a Cybersecurity Content Strategist & Writer to join their Cloud COE team   Cyber Security content writer   Overview:   Cliient is looking for a hands-on content writer to support 3i integrated marketing efforts. Candidate will work in collaboration with their communication, product marketing and product teams to deliver relevant and impactful thought leadership and campaign content which will resonate with B2B/C enterprise security audiences. This role demands the ability to self-manage, work collaboratively under tight deadlines and execute consistently and obsession for attention to detail. Most of all, we are looking for a creative problem solver with the customer always at heart.   Responsibilities     Create eBooks, whitepapers, research reports and other pieces of high value content   Manage the development of supporting mechanizing materials (infographics, whiteboard videos, blogs, etc.)   Create promotional and landing page copy with compelling calls to action   Contribute to Sales and Marketing collaterals   Create stories/reports based on cybersecurity events and findings   Create business use cases specific to industry verticals   Create Sales pitch material based on customer need and demand   Collect data on consumers, competitors and marketplace and consolidating information into actionable items, reports and presentations   Provide competitive analysis on various companies’ market offerings, identify market trends, pricing/business models, sales and methods of operation   Collaborate with marketing and product teams and build content specific to webinars, cyber security events, campaign, LinkedIn marketing etc.   Should essentially be involved in creating, developing, and editing content for various activities related to cyber security awareness.",1.3745097309037357
Data Science Trainer,Innomatics Research Labs,"Hyderabad, Telangana",2876,"Experience Minimum 4+ Years of experience in machine learning & Statistics, AI. Expert knowledge in Python, Statistics, Machine Learning, Artificial Neural Networks, Convolutional Neural Networks, Recurrent Neural Networks, and NLP. Very good knowledge of Django/Flask, SQL, and TABLEAU is preferable. Deployment on AWS/GCP/Azure is preferable. Real-Time experience of working on Data Science (ML, DL & NLP) Projects is mandatory. Methodical and Aggressive learner.Roles & Responsibilities: Should be willing to handle Offline & Online training sessions. Deliver daily lectures and maintain high lecture rating Identify the gaps in learning when working with students. Design and develop engaging study material and content. Good at managing the cross-team effort Develop and deliver a complete end to end Data Science ProjectsJob Types: Full-time, Part-time, Regular / Permanent, FreelanceSalary: Up to ₹1,200,000.00 per yearJob Types: Full-time, Part-time, Regular / Permanent, FreelanceSalary: Up to ₹1,200,000.00 per yearSchedule: Day shiftAbility to commute/relocate: Hyderabad - 500085, Telangana: Reliably commute or planning to relocate before starting work (Required)Experience: total work: 1 year (Preferred)Speak with the employer+91-XXXXXXXXXX",1.3745308380336767
AI Research Engineer (Telugu),Sportserve,"Mumbai, Maharashtra",4297,"Sportserve forms part of a remarkable group of GameTech companies, focused on delivering first class gaming experiences, sports-betting and casino products for our users worldwide.  Along with Sportion, TechSpirit, Standard Focus and Sportelligent, we are the driving force behind the world renowned sports betting brand, Dafabet.  Since launching our global hiring initiative, we now employ over 2,000 people worldwide. Offering office based, hybrid and remote work on permanent and consultancy contracts all over the world, making us the true global employer of choice.   What you'll be getting up to:      Working across a number of business areas providing development, maintenance and support   Working as part of a team and occasionally solo developments as the business needs arise   Design, builds, and productionizes ML models to solve business challenges using Google Cloud technologies and knowledge of proven ML models and techniques.   Research and implement appropriate ML algorithms and tools   Design machine learning systems   Study and transform data science prototypes   Develop machine learning applications according to requirements   Select appropriate datasets and data representation methods   Run machine learning tests and experiments   Perform statistical analysis and fine-tuning using test results   Train and retrain systems when necessary   Extend existing ML libraries and frameworks   Keep abreast of developments in the field   Help identify probable causes and provide immediate solution during an incident   Work within an agile environment following an agile framework.   Contribute significant ideas for making the applications better and easier to use   Participate in cutting edge research in artificial intelligence and machine learning applications.   Contribute to engineering efforts from planning and organization to execution and delivery to solve complex, real-world engineering problems.    Requirements:     Research or Industry experience in Artificial Intelligence, Machine Learning (ML) models, ML infrastructure, Natural Language Processing or Deep Learning.   Understanding of data structures, data modelling and software architecture   Automate & orchestrate ML pipelines   Monitor, optimize, and maintain ML solutions   Experience in Python programming language and frameworks such as Flask, AIOhttp   Familiarity with machine learning frameworks (like Keras or PyTorch) and libraries (like scikit-learn)   Ability to work in a team   Outstanding analytical and problem-solving skills   Experience in multi-threading, message queues, WebSockets   Must have Experience with Cloud platforms such as Google cloud platform, AWS would be plus   Experience with automation of the development and test processes through CI/CD pipeline (Gitlab, SonarQube, Artifactory, Docker containers)   Advanced knowledge of SQL queries   Intermediate knowledge of API development   Proving track record in building high performance, highly available and scalable systems   Bachelor's degree in Computer Science, or related technical field, or equivalent work experience.   3 - 5 years of relevant work experience.   Must Speak and write Telugu   Experience designing and implementing distributed software systems (e.g Python).   Research or Industry experience in Artificial Intelligence, Machine Learning (ML) models, ML infrastructure, Natural Language Processing or Deep Learning.   Good oral and written English communication skills   Strong grasp of established and emerging technologies, systems, platforms, and software   Ability to organize and manage multiple priorities   Technical curiosity - Willingness to explore and learn new technologies that are unfamiliar   Ability to work in a fast pace delivery oriented environment   Ability to deliver short term results while invest in long term strategic solutions   Self-starter, and Self-motivated and able to learn independently   Team player who is eager to help others to succeed     Diversity & Inclusion statement  We embrace diversity and equality in a serious way. We are committed to building a team with a variety of backgrounds, skills and views. The more inclusive we are, the better our work will be. Creating a culture of Equality isn’t just the right thing to do, it’s also the smart thing.",1.3747297455615315
AI Research Engineer (Telugu),Sportserve,"Mumbai, Maharashtra",2783,"Sportserve forms part of a remarkable group of GameTech companies, focused on delivering first class gaming experiences, sports-betting and casino products for our users worldwide.  Along with Sportion, TechSpirit, Standard Focus and Sportelligent, we are the driving force behind the world renowned sports betting brand, Dafabet.  Since launching our global hiring initiative, we now employ over 2,000 people worldwide. Offering office based, hybrid and remote work on permanent and consultancy contracts all over the world, making us the true global employer of choice.   What you'll be getting up to:      Working across a number of business areas providing development, maintenance and support   Working as part of a team and occasionally solo developments as the business needs arise   Design, builds, and productionizes ML models to solve business challenges using Google Cloud technologies and knowledge of proven ML models and techniques.   Research and implement appropriate ML algorithms and tools   Design machine learning systems   Study and transform data science prototypes   Develop machine learning applications according to requirements   Select appropriate datasets and data representation methods   Run machine learning tests and experiments   Perform statistical analysis and fine-tuning using test results   Train and retrain systems when necessary   Extend existing ML libraries and frameworks   Keep abreast of developments in the field   Help identify probable causes and provide immediate solution during an incident   Work within an agile environment following an agile framework.   Contribute significant ideas for making the applications better and easier to use   Participate in cutting edge research in artificial intelligence and machine learning applications.   Contribute to engineering efforts from planning and organization to execution and delivery to solve complex, real-world engineering problems.    Requirements:     Research or Industry experience in Artificial Intelligence, Machine Learning (ML) models, ML infrastructure, Natural Language Processing or Deep Learning.   Understanding of data structures, data modelling and software architecture   Automate & orchestrate ML pipelines   Monitor, optimize, and maintain ML solutions   Experience in Python programming language and frameworks such as Flask, AIOhttp   Familiarity with machine learning frameworks (like Keras or PyTorch) and libraries (like scikit-learn)   Ability to work in a team   Outstanding analytical and problem-solving skills   Experience in multi-threading, message queues, WebSockets   Must have Experience with Cloud platforms such as Google cloud platform, AWS would be plus   Experience with automation of the development and test processes through CI/CD pipeline (Gitlab, SonarQube, Artifactory, Docker containers)   Advanced knowledge of SQL queries   Intermediate knowledge of API development   Proving track record in building high performance, highly available and scalable systems   Bachelor's degree in Computer Science, or related technical field, or equivalent work experience.   3 - 5 years of relevant work experience.   Must Speak and write Telugu   Experience designing and implementing distributed software systems (e.g Python).   Research or Industry experience in Artificial Intelligence, Machine Learning (ML) models, ML infrastructure, Natural Language Processing or Deep Learning.   Good oral and written English communication skills   Strong grasp of established and emerging technologies, systems, platforms, and software   Ability to organize and manage multiple priorities   Technical curiosity - Willingness to explore and learn new technologies that are unfamiliar   Ability to work in a fast pace delivery oriented environment   Ability to deliver short term results while invest in long term strategic solutions   Self-starter, and Self-motivated and able to learn independently   Team player who is eager to help others to succeed     Diversity & Inclusion statement  We embrace diversity and equality in a serious way. We are committed to building a team with a variety of backgrounds, skills and views. The more inclusive we are, the better our work will be. Creating a culture of Equality isn’t just the right thing to do, it’s also the smart thing.",1.374744963132452
Product Marketing Associate,Splash Business Intelligence,"Hyderabad, Telangana",4654,"Splash Business Intelligence             http://www.splashbi.com              +91-XXXXXXXXXX              nisha.naredla@splashbi.com              Roles & Responsibilities:    We are seeking a highly motivated and organized individual to join our team as a Product Marketing Associate. In this role, you will be responsible for working collaboratively with the Product Marketing Strategist, Marketing, Sales, Product Owners, and Executives to develop educational and lead generation campaigns and account-based marketing programs to drive awareness and preference with our target buyer.         Responsibilities:      Understand the target audience, their key challenges, and our unique value proposition in the marketplace.        Work with the Product Marketing Strategist to drive demand and visibility with media, analysts, partners, and channels. Support participation in events and tradeshows globally.        Fundamental learning and understanding of technical and market trends, assist in gathering and organizing competitive intelligence        Collaborate with cross-functional teams to develop and execute go-to-market plans .        Develop and execute product launches, including managing the creation of product collateral and training materials.        Analyze product performance and market trends to make recommendations for improvements.        Support the creation of sales enablement materials, such as datasheets, presentations, and product demonstrations.        Collaborate with the content team to develop thought leadership materials, such as white papers and case studies.           Knowledge and Skills:      Excellent project management skills with the ability to balance multiple projects and priorities.        Strong communication and interpersonal skills with the ability to effectively communicate with cross-functional teams.        Ability to think creatively and outside the box to develop innovative marketing strategies.        Strong analytical skills, with the ability to interpret market data and make data-driven decisions.           Experience and Education:      A degree in Marketing, Business, or a related field.        5-7 years of experience in Oracle products, HRIS, product marketing, or a related field              Career Level                       Executive                                 Experience                       3-5 Years                   5-6 Years                   6-7 Years                   8-9 Years                   9-10 Years                                 Qualification                       Bachelor Degree",1.3750669841258034
Product Marketing Associate,Splash Business Intelligence,"Hyderabad, Telangana",1656,"Splash Business Intelligence             http://www.splashbi.com              +91-XXXXXXXXXX              nisha.naredla@splashbi.com              Roles & Responsibilities:    We are seeking a highly motivated and organized individual to join our team as a Product Marketing Associate. In this role, you will be responsible for working collaboratively with the Product Marketing Strategist, Marketing, Sales, Product Owners, and Executives to develop educational and lead generation campaigns and account-based marketing programs to drive awareness and preference with our target buyer.         Responsibilities:      Understand the target audience, their key challenges, and our unique value proposition in the marketplace.        Work with the Product Marketing Strategist to drive demand and visibility with media, analysts, partners, and channels. Support participation in events and tradeshows globally.        Fundamental learning and understanding of technical and market trends, assist in gathering and organizing competitive intelligence        Collaborate with cross-functional teams to develop and execute go-to-market plans .        Develop and execute product launches, including managing the creation of product collateral and training materials.        Analyze product performance and market trends to make recommendations for improvements.        Support the creation of sales enablement materials, such as datasheets, presentations, and product demonstrations.        Collaborate with the content team to develop thought leadership materials, such as white papers and case studies.           Knowledge and Skills:      Excellent project management skills with the ability to balance multiple projects and priorities.        Strong communication and interpersonal skills with the ability to effectively communicate with cross-functional teams.        Ability to think creatively and outside the box to develop innovative marketing strategies.        Strong analytical skills, with the ability to interpret market data and make data-driven decisions.           Experience and Education:      A degree in Marketing, Business, or a related field.        5-7 years of experience in Oracle products, HRIS, product marketing, or a related field              Career Level                       Executive                                 Experience                       3-5 Years                   5-6 Years                   6-7 Years                   8-9 Years                   9-10 Years                                 Qualification                       Bachelor Degree",1.375071738860313
"AI Research Engineer (Marathi, Hindi)",Sportserve,"Mumbai, Maharashtra",2753,"Sportserve forms part of a remarkable group of GameTech companies, focused on delivering first class gaming experiences, sports-betting and casino products for our users worldwide.  Along with Sportion, TechSpirit, Standard Focus and Sportelligent, we are the driving force behind the world renowned sports betting brand, Dafabet.  Since launching our global hiring initiative, we now employ over 2,000 people worldwide. Offering office based, hybrid and remote work on permanent and consultancy contracts all over the world, making us the true global employer of choice.   What you'll be getting up to:   Working across a number of business areas providing development, maintenance and support  Working as part of a team and occasionally solo developments as the business needs arise  Design, builds, and productionizes ML models to solve business challenges using  Google Cloud technologies and knowledge of proven ML models and techniques.     Research and implement appropriate ML algorithms and tools  Design machine learning systems  Study and transform data science prototypes  Develop machine learning applications according to requirements  Select appropriate datasets and data representation methods  Run machine learning tests and experiments  Perform statistical analysis and fine-tuning using test results  Train and retrain systems when necessary  Extend existing ML libraries and frameworks  Keep abreast of developments in the field  Help identify probable causes and provide immediate solution during an incident  Work within an agile environment following an agile framework.  Contribute significant ideas for making the applications better and easier to use  Participate in cutting edge research in artificial intelligence and machine learning applications.  Contribute to engineering efforts from planning and organization to execution and delivery to solve complex, real-world engineering problems.   Requirements:    Research or Industry experience in Artificial Intelligence, Machine Learning (ML) models, ML infrastructure, Natural Language Processing or Deep Learning.  Understanding of data structures, data modelling and software architecture  Automate & orchestrate ML pipelines  Monitor, optimize, and maintain ML solutions  Experience in Python programming language and frameworks such as Flask, AIOhttp  Familiarity with machine learning frameworks (like Keras or PyTorch) and libraries (like scikit-learn)  Ability to work in a team  Outstanding analytical and problem-solving skills  Experience in multi-threading, message queues, WebSockets  Must have Experience with Cloud platforms such as Google cloud platform, AWS would be plus  Experience with automation of the development and test processes through CI/CD  pipeline (Gitlab, SonarQube, Artifactory, Docker containers)     Advanced knowledge of SQL queries  Intermediate knowledge of API development  Proving track record in building high performance, highly available and scalable systems  Bachelor's degree in Computer Science, or related technical field, or equivalent work experience.  3 - 5 years of relevant work experience.  Must Speak and write one of Native language Marathi or Hindi  Experience designing and implementing distributed software systems (e.g Python).  Research or Industry experience in Artificial Intelligence, Machine Learning (ML) models, ML infrastructure, Natural Language Processing or Deep Learning.  Good oral and written English communication skills  Strong grasp of established and emerging technologies, systems, platforms, and software  Ability to organize and manage multiple priorities  Technical curiosity - Willingness to explore and learn new technologies that are unfamiliar  Ability to work in a fast pace delivery oriented environment  Ability to deliver short term results while invest in long term strategic solutions  Self-starter, and Self-motivated and able to learn independently  Team player who is eager to help others to succeed    Diversity & Inclusion statement  We embrace diversity and equality in a serious way. We are committed to building a team with a variety of backgrounds, skills and views. The more inclusive we are, the better our work will be. Creating a culture of Equality isn’t just the right thing to do, it’s also the smart thing.",1.3751774957484795
"AI Research Engineer (Marathi, Hindi)",Sportserve,"Mumbai, Maharashtra",4232,"Sportserve forms part of a remarkable group of GameTech companies, focused on delivering first class gaming experiences, sports-betting and casino products for our users worldwide.  Along with Sportion, TechSpirit, Standard Focus and Sportelligent, we are the driving force behind the world renowned sports betting brand, Dafabet.  Since launching our global hiring initiative, we now employ over 2,000 people worldwide. Offering office based, hybrid and remote work on permanent and consultancy contracts all over the world, making us the true global employer of choice.   What you'll be getting up to:   Working across a number of business areas providing development, maintenance and support  Working as part of a team and occasionally solo developments as the business needs arise  Design, builds, and productionizes ML models to solve business challenges using  Google Cloud technologies and knowledge of proven ML models and techniques.     Research and implement appropriate ML algorithms and tools  Design machine learning systems  Study and transform data science prototypes  Develop machine learning applications according to requirements  Select appropriate datasets and data representation methods  Run machine learning tests and experiments  Perform statistical analysis and fine-tuning using test results  Train and retrain systems when necessary  Extend existing ML libraries and frameworks  Keep abreast of developments in the field  Help identify probable causes and provide immediate solution during an incident  Work within an agile environment following an agile framework.  Contribute significant ideas for making the applications better and easier to use  Participate in cutting edge research in artificial intelligence and machine learning applications.  Contribute to engineering efforts from planning and organization to execution and delivery to solve complex, real-world engineering problems.   Requirements:    Research or Industry experience in Artificial Intelligence, Machine Learning (ML) models, ML infrastructure, Natural Language Processing or Deep Learning.  Understanding of data structures, data modelling and software architecture  Automate & orchestrate ML pipelines  Monitor, optimize, and maintain ML solutions  Experience in Python programming language and frameworks such as Flask, AIOhttp  Familiarity with machine learning frameworks (like Keras or PyTorch) and libraries (like scikit-learn)  Ability to work in a team  Outstanding analytical and problem-solving skills  Experience in multi-threading, message queues, WebSockets  Must have Experience with Cloud platforms such as Google cloud platform, AWS would be plus  Experience with automation of the development and test processes through CI/CD  pipeline (Gitlab, SonarQube, Artifactory, Docker containers)     Advanced knowledge of SQL queries  Intermediate knowledge of API development  Proving track record in building high performance, highly available and scalable systems  Bachelor's degree in Computer Science, or related technical field, or equivalent work experience.  3 - 5 years of relevant work experience.  Must Speak and write one of Native language Marathi or Hindi  Experience designing and implementing distributed software systems (e.g Python).  Research or Industry experience in Artificial Intelligence, Machine Learning (ML) models, ML infrastructure, Natural Language Processing or Deep Learning.  Good oral and written English communication skills  Strong grasp of established and emerging technologies, systems, platforms, and software  Ability to organize and manage multiple priorities  Technical curiosity - Willingness to explore and learn new technologies that are unfamiliar  Ability to work in a fast pace delivery oriented environment  Ability to deliver short term results while invest in long term strategic solutions  Self-starter, and Self-motivated and able to learn independently  Team player who is eager to help others to succeed    Diversity & Inclusion statement  We embrace diversity and equality in a serious way. We are committed to building a team with a variety of backgrounds, skills and views. The more inclusive we are, the better our work will be. Creating a culture of Equality isn’t just the right thing to do, it’s also the smart thing.",1.3752022152067005
Product Manager – Sales for Lab Equipment,Saksham Technologies,"Mumbai, Maharashtra",4791,"Location:     Mumbai. Qualification:     B.Sc./Diploma holder /B.E in ECE, EEE, EIE Gender:     Male Experience:     Minimum 10 to 12 years of Sales experience in a Pharmaceutical, Biotechnology laboratory equipment Products:     Lab Equipments Customers:     Life Science and Healthcare companies / Research Institutes / Pharma Companies Primary:        Business Development            Ensure market study and opportunity identification for Saksham/ Esco products       Achieve new customer acquisition targets       Mining existing customers          Market Development            Ensure marketing collaterals are built       Conducting product/principal seminars       Participating in industry seminars/ events          Customer relationship management            Key customer relationships       Customer complaint handling          Revenue & margins            Ensure customer segment, principal and product wise revenues are achieved       Ensure Customer segment and principal wise margins are achieved          Team management            Managing Product Management team to achieve targets       Team training, monitoring and motivation       Method development for repetitive activities          Support to sales team            Joint calls with sales team       Training of sales team       Support to meet targets            Requirements:        Good in analytical and business process skills     Good in Negotiation Skill     Result oriented and achievement driven     Knowledge of commercial terms     Excellent communication, interpersonal and presentation skills     Independent and able to work effectively under pressure     Willing to travel       Interested candidates, please submit your CV and application letter to jobs@saksham.co.in",1.3756386011301152
